Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Standing Outside a Broken Phone Booth with Money in My Hand,Primitive Radio Gods,https://open.spotify.com/track/47Ut22CeIzd0PRIcrm4sDd?si=5e99cfbc54814538,https://music.apple.com/us/song/standing-outside-a-broken-phone-booth-with-money-in-my-hand/157464405
0:05:26,Xtal,Aphex Twin,https://open.spotify.com/track/7o2AeQZzfCERsRmOM86EcB?si=8c1dac48ffe84e89,https://music.apple.com/us/song/xtal/1668862649
0:08:58,Goodbye Horses,Q Lazzarus,https://open.spotify.com/track/7I5eQZFdlPV8LZWH2FeqaW?si=1648de470ef34ac4,https://music.apple.com/us/song/goodbye-horses/1247752093
0:11:52,Doomsday,"MF DOOM, Pebbles The Invisible Girl",https://open.spotify.com/track/7EQvdUJqZ2i7SWvSB2VqGA?si=31407887d77c4488,https://music.apple.com/us/song/doomsday-feat-pebbles-the-invisible-girl/1654811470
0:17:09,Genesis,Grimes,https://open.spotify.com/track/0Hmsw16wn5lEyRhymFUIkw?si=1245f34d65464925,https://music.apple.com/us/song/genesis/499875049
0:20:53,La Maquinita,Vianey Valdez,https://open.spotify.com/track/7o5HhKucjtNSz7GcHqlR5J?si=1cf2f6358e5c4b4a,https://music.apple.com/us/song/la-maquinita/1495428596
0:23:25,Oenology,"Unknown Mobile, CFCF",https://open.spotify.com/track/4M7LC7ms1iNo7G1oQ8D1Hq?si=06ee3e7efb424c42,https://music.apple.com/us/song/oenology-feat-cfcf/1676506211
0:28:31,Real Sugar,"Boy Deco, Quantum Keys",https://open.spotify.com/track/6x6N8bAelrCSRqxtZNDBru?si=aac0c08bc0334d81,https://music.apple.com/us/song/real-sugar/1717078464
0:31:04,"Lay, Lady, Lay",Bob Dylan,https://open.spotify.com/track/4uYwlMp841PLJmj1gJJwIq?si=41f042a8347c4fed,https://music.apple.com/us/song/lay-lady-lay/177981171
0:34:30,Sunday Morning,Amanaz,https://open.spotify.com/track/7rFu5IhLj50r2tNM2d2cat?si=d13ae85642604492,https://music.apple.com/us/song/sunday-morning/1705349621
0:39:26,Boatlift,Alpha 606,https://open.spotify.com/track/4tn8UxdaO9SywlAIDPlJkk?si=a89cf908b0054159,https://music.apple.com/us/song/boatlift/1141498013
0:42:31,The Shit Baby,"Omar S, D Taylor",https://open.spotify.com/track/77u4D7eaO0T6zVby7kybyP?si=c9cf46b846fb4c49,https://music.apple.com/us/song/the-shit-baby-feat-d-taylor/1268733177
0:48:19,Help Me,Joni Mitchell,https://open.spotify.com/track/0DxH2wnaH8ItJG3dzctCwG?si=57ecab7ef5a94001,https://music.apple.com/us/song/help-me/1492263241
0:51:30,When I'm Small,Phantogram,https://open.spotify.com/track/3y1EzRl5UEQxxd1f6Bv2aN?si=65f0a66e9f814480,https://music.apple.com/us/song/when-im-small/718557617
0:54:54,Wish I Was,Kim Deal,https://open.spotify.com/track/46wtbqcPC4C3WrWGas15ry?si=c6026cf5a2424265,https://music.apple.com/us/song/wish-i-was/687761229
0:58:53,TTYL,Morabeza Tobacco,https://open.spotify.com/track/3P9gTWafhRx2V3L9gLcKHa?si=9cf4bab673f74320,https://music.apple.com/us/song/ttyl/1502465883
